index,Letter Value,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
10451,8,2,9,2,7,2,8,7,0,9,7,6,7,0,8,3,7
9607,18,4,7,6,5,6,8,6,4,3,8,6,8,4,8,10,10
10846,4,3,10,4,7,5,7,7,6,8,8,8,9,3,8,6,9
540,12,8,9,11,7,8,10,6,2,5,9,4,7,8,7,2,8
8936,16,6,8,6,9,7,8,8,6,2,7,8,11,3,8,6,8
4170,8,2,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8
3377,25,4,8,5,6,5,8,7,3,8,8,6,7,1,8,10,9
5924,9,7,11,5,15,4,8,8,3,3,13,4,5,3,8,7,10
11009,3,4,8,5,6,4,7,7,7,7,7,6,4,3,8,3,7
9078,25,6,7,5,11,4,7,7,5,3,11,7,7,3,9,11,6
6034,1,3,7,5,5,5,8,7,7,6,6,6,6,2,8,6,9
607,22,8,11,8,6,5,9,8,4,5,6,9,6,11,8,3,6
10024,24,4,9,6,6,4,10,10,1,7,3,11,8,1,11,2,9
3979,22,7,10,7,8,7,4,11,2,2,9,8,7,7,12,2,6
15486,15,4,4,4,6,2,4,12,8,2,10,6,4,1,10,4,8
15695,15,6,7,8,9,10,9,9,3,2,6,8,7,6,10,6,4
10272,1,7,10,5,6,4,6,7,5,5,10,6,8,5,7,8,9
1111,1,4,6,6,4,5,9,8,3,6,7,6,8,6,8,6,9
13098,12,4,6,7,4,5,4,7,3,4,11,10,10,5,7,2,6
12296,16,4,6,6,9,3,8,9,7,6,6,9,9,4,7,6,10
13755,15,3,5,5,7,7,8,10,4,0,8,7,6,7,10,4,7
9564,8,5,13,4,7,2,9,7,5,4,12,3,6,3,8,5,10
4817,25,4,11,4,9,4,6,8,6,10,7,7,9,2,9,8,8
12581,19,5,7,6,5,5,6,7,7,7,7,8,8,3,10,5,9
10932,16,6,9,7,11,9,8,4,8,4,6,5,7,5,8,7,11
2643,16,3,7,4,9,5,8,7,8,3,5,6,9,3,8,6,10
12841,3,5,6,6,6,5,6,6,5,7,7,6,8,4,6,6,5
14300,23,6,10,9,8,5,3,9,2,8,11,12,10,3,9,3,5
11849,21,4,8,4,6,2,3,11,3,3,10,11,7,2,10,1,7
13167,16,4,5,5,7,3,9,8,8,6,5,8,10,3,8,5,9
8909,5,5,11,7,8,6,9,8,1,6,13,5,5,3,8,3,9
12014,4,4,7,6,5,5,8,9,7,3,6,6,11,4,7,7,10
13327,13,6,9,9,7,4,7,8,3,5,10,6,7,6,9,1,7
3936,13,6,9,5,5,2,4,8,4,6,4,4,11,5,9,2,7
7638,17,5,7,7,5,4,9,8,4,6,9,4,7,3,7,5,11
10897,4,4,6,6,4,4,6,8,2,8,11,7,9,2,9,4,8
9048,24,4,10,7,8,4,4,9,1,8,10,12,10,1,11,2,7
5708,8,6,11,7,8,5,7,7,1,7,7,6,8,0,8,4,8
2542,2,7,11,5,6,2,7,7,7,7,12,6,9,2,9,5,9
14374,5,5,8,7,6,7,7,9,1,4,10,7,6,5,10,3,5
10057,7,6,7,8,5,6,10,6,3,6,10,3,7,4,7,4,9
11955,23,5,11,7,9,6,8,7,3,5,6,7,7,4,10,11,9
15669,11,4,7,5,5,6,7,7,3,5,6,7,11,6,11,6,5
5224,1,3,7,4,5,3,6,7,8,6,7,6,6,2,8,9,10
9099,18,5,7,6,5,3,8,7,3,8,11,6,8,2,10,5,8
5229,25,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8
3471,3,4,7,4,5,2,5,6,10,9,5,5,6,3,8,4,8
14980,17,3,8,5,6,4,8,7,4,5,9,3,8,3,7,4,11
2973,12,4,9,5,6,5,6,6,6,4,7,7,11,7,5,2,10
4497,5,4,9,4,6,2,1,14,5,3,12,9,4,0,8,3,6
15188,18,5,7,7,6,8,7,8,5,5,7,7,7,5,9,11,12
5373,24,8,7,6,10,4,9,7,6,6,4,10,7,5,10,3,7
6362,15,8,15,8,9,5,8,9,4,4,12,5,3,5,10,6,6
11052,25,5,10,6,7,3,7,7,4,15,9,6,8,0,8,8,8
10226,16,3,5,4,7,4,8,5,6,3,9,5,11,3,8,4,8
8648,5,9,15,8,8,6,7,11,3,5,12,6,3,5,9,9,6
14584,17,3,8,5,6,4,8,7,5,7,7,6,6,3,8,5,8
1530,9,3,9,4,7,1,12,2,9,4,13,7,13,1,6,0,8
10406,19,5,7,5,5,3,7,11,4,7,11,8,4,3,12,3,5
4788,23,4,6,5,5,5,7,9,2,6,8,6,8,3,6,6,7
12811,21,5,9,7,7,4,7,12,2,3,5,10,9,4,12,2,7
12025,16,8,13,7,7,4,7,5,4,8,10,5,9,3,7,9,9
10060,11,6,11,6,6,4,8,4,3,4,12,7,11,3,9,6,9
5789,20,4,8,6,6,8,9,7,4,5,6,8,8,8,8,6,6
6636,3,3,7,4,5,3,8,7,7,7,9,5,4,3,8,4,7
10844,22,5,9,7,7,7,8,5,7,2,6,7,8,7,7,5,3
11930,11,6,9,5,5,2,7,4,3,5,10,4,12,2,7,6,7
8566,24,7,9,7,6,3,3,12,5,5,13,11,5,1,11,2,6
14024,2,3,7,4,5,2,4,8,7,7,7,8,14,1,8,4,10
14731,4,4,9,6,7,7,7,8,3,6,5,7,10,5,11,7,8
12121,18,3,7,4,5,3,8,7,7,7,7,7,8,2,9,9,8
12587,20,5,10,6,8,2,7,4,15,6,7,14,8,3,9,0,8
7521,10,4,7,6,5,4,6,7,5,7,6,5,10,3,8,5,9
14546,23,4,6,5,5,5,7,8,2,4,7,6,8,2,7,7,7
15560,23,7,9,7,5,3,8,7,2,8,9,6,8,4,10,4,8
2731,10,4,10,4,7,2,4,8,9,2,6,3,11,4,8,2,11
13345,5,3,4,3,5,1,1,12,5,4,11,10,7,0,8,3,6
2021,10,12,15,11,9,5,6,8,3,7,9,9,10,6,10,4,6
4594,13,6,7,8,5,4,11,7,3,6,10,1,4,5,9,1,7
1352,9,5,6,6,7,5,8,9,4,5,7,6,8,3,8,8,8
8049,21,4,9,5,7,2,5,9,5,2,8,13,8,3,10,0,8
9896,10,8,12,7,6,3,6,8,2,7,9,6,8,5,7,3,7
13419,3,7,12,7,7,5,9,6,4,7,10,5,7,6,8,8,6
12465,6,5,7,7,6,6,8,10,5,3,6,7,10,8,11,7,8
4294,21,5,7,5,5,2,3,11,4,3,10,12,7,2,10,1,8
11799,15,6,12,5,7,4,6,11,5,2,11,6,3,3,12,5,5
11915,24,6,7,8,9,8,10,10,5,3,6,7,8,6,11,8,4
5665,11,2,7,2,5,1,0,1,5,6,0,0,7,0,8,0,8
2286,6,4,4,6,6,2,8,5,8,9,6,5,10,2,8,5,10
9944,23,4,9,7,6,4,11,6,1,8,10,1,6,2,8,3,10
10704,25,4,7,6,5,3,7,7,2,9,12,6,9,1,9,6,8
1392,5,6,10,8,8,9,7,6,6,4,8,7,8,4,10,8,11
7580,24,3,5,5,7,6,8,8,3,2,7,8,9,3,11,7,6
2078,12,10,13,12,7,6,10,2,3,2,10,2,9,8,1,2,8
1283,7,3,9,4,6,2,7,8,15,1,7,4,8,3,8,0,8
8051,24,7,9,7,7,5,6,8,1,8,8,9,5,4,11,6,4
9060,0,4,9,6,6,2,7,7,3,0,7,0,8,3,7,1,8
11156,21,4,8,6,6,7,7,7,4,1,8,7,9,7,10,4,7
14682,15,6,9,8,7,4,7,10,5,4,12,5,3,1,10,3,9
13419,3,7,12,7,7,5,9,6,4,7,10,5,7,6,8,8,6
1618,2,3,7,4,5,2,3,9,6,7,11,11,11,1,8,2,6
2443,2,9,14,6,8,3,7,8,7,7,11,6,7,2,9,6,8
13844,3,4,6,6,5,5,6,8,5,7,6,5,7,4,7,5,5
2865,5,9,14,8,8,6,9,8,3,5,12,4,5,5,7,8,9
2597,14,5,5,6,7,3,7,7,9,8,7,5,7,3,8,4,8
11014,9,3,11,5,8,5,8,7,1,6,11,5,9,1,6,1,6
12966,18,4,7,5,5,2,6,9,4,7,10,7,7,2,8,5,5
15251,15,5,11,5,8,4,3,13,7,1,11,6,3,0,10,3,8
4869,19,5,7,7,6,6,5,8,3,8,7,7,9,3,7,7,5
5466,21,6,11,6,8,3,2,12,5,4,11,12,8,3,9,1,8
4774,17,6,11,6,6,5,7,8,3,6,8,3,8,6,6,6,7
1618,2,3,7,4,5,2,3,9,6,7,11,11,11,1,8,2,6
558,4,3,8,4,6,4,6,7,5,8,7,5,10,3,8,5,9
2637,24,5,8,5,6,3,5,8,0,8,9,9,6,1,10,3,4
15299,19,8,11,8,8,7,6,11,3,7,11,9,5,5,11,4,3
10630,6,7,11,6,6,3,9,4,4,3,8,3,5,4,7,4,9
9351,25,4,6,6,4,4,7,8,2,8,12,7,8,1,9,6,7
11304,17,7,13,7,8,5,10,5,2,5,9,4,8,6,8,6,9
7992,14,7,11,9,8,11,8,9,6,2,7,7,8,9,9,6,12
11934,6,6,10,7,8,9,8,6,4,4,6,5,9,7,7,8,13
5238,13,7,9,9,8,9,8,7,5,4,7,5,7,7,9,6,5
3341,15,3,6,3,4,2,3,12,6,1,11,7,4,0,9,3,8
7489,21,5,10,5,5,3,10,9,4,5,8,8,5,3,10,2,8
12864,12,5,6,5,8,4,7,7,12,2,7,9,8,8,6,0,8
10097,8,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8
10376,3,5,10,6,7,5,5,7,9,7,6,5,4,3,8,5,10
8772,15,4,9,6,7,4,7,10,4,5,12,5,3,1,10,4,8
8672,14,5,10,6,7,4,8,7,8,5,10,6,8,3,8,3,7
6032,16,8,14,7,8,4,8,6,4,10,10,3,10,3,6,9,9
3222,19,3,8,5,6,3,6,12,4,7,9,12,7,2,12,1,7
10895,11,8,14,6,8,4,5,5,3,8,10,4,13,3,6,6,7
5126,16,4,7,5,9,5,9,7,7,3,5,7,10,3,8,7,10
1819,4,3,9,4,6,2,3,7,6,11,7,6,15,0,8,7,7
11926,18,4,9,5,6,3,9,9,6,10,5,5,5,0,7,9,7
6076,16,4,5,6,7,6,9,9,5,0,5,7,10,6,13,5,12
13867,18,4,9,4,7,4,7,7,5,8,5,6,10,1,10,9,9
4472,10,4,7,6,5,4,6,7,1,6,10,7,10,3,8,3,8
10703,0,8,15,6,8,4,9,3,3,2,8,4,11,6,4,5,8
12957,14,4,8,6,6,4,7,8,8,6,7,7,8,2,8,3,8
10804,22,7,12,7,6,5,4,8,1,3,8,9,8,9,10,2,5
5940,23,4,6,7,4,4,7,7,1,8,10,6,8,2,8,3,8
2048,17,5,11,7,8,10,6,7,3,4,6,6,9,7,10,8,6
1922,22,3,7,5,5,7,9,5,5,2,7,6,8,5,10,2,5
7497,25,6,10,8,8,6,8,7,2,9,12,5,8,1,7,6,8
13620,2,3,9,4,7,2,5,7,7,9,6,6,13,1,7,4,8
6046,23,4,10,6,8,4,7,8,3,9,6,5,6,4,10,8,6
5537,13,5,7,7,5,4,7,9,2,5,10,5,6,5,9,1,7
11714,10,4,8,6,7,5,9,6,2,3,8,3,8,5,7,6,11
7213,3,5,9,5,4,3,7,7,4,6,10,6,7,5,9,6,5
1206,15,9,10,7,5,3,6,12,6,4,13,5,3,4,10,4,8
10517,18,5,10,6,8,3,10,6,4,8,11,3,8,2,8,5,11
10821,13,4,9,5,7,5,7,7,13,1,7,6,8,5,8,0,7
5842,8,3,10,4,7,3,8,7,0,7,13,6,8,0,8,1,8
11246,3,4,10,6,8,5,8,7,7,7,9,4,5,3,8,4,9
4259,12,3,7,5,5,5,9,6,6,4,6,7,6,7,5,2,6
9170,13,10,15,9,8,4,7,10,5,5,4,5,11,6,11,3,7
15695,15,6,7,8,9,10,9,9,3,2,6,8,7,6,10,6,4
3294,11,7,15,6,8,3,8,4,3,6,11,4,12,2,7,6,9
4144,9,2,6,4,4,1,10,6,2,7,15,4,7,0,7,0,8
8063,12,8,10,8,5,4,5,9,5,5,4,4,11,9,11,2,7
4836,7,4,8,6,10,7,9,10,3,1,8,7,6,3,10,8,7
3358,14,5,10,5,8,4,8,7,8,5,10,5,8,3,8,3,8
11603,7,3,7,5,5,4,8,7,6,6,7,6,9,6,8,3,8
11595,15,4,5,5,8,2,3,13,8,2,11,7,3,1,10,4,8
5219,15,7,12,6,6,3,8,9,7,5,14,4,4,4,10,4,7
2598,1,9,12,8,7,7,7,8,4,5,9,6,7,8,5,9,7
6443,6,6,9,8,7,8,7,8,6,2,6,5,11,6,8,10,6
13133,3,5,9,8,6,6,9,8,4,6,11,5,5,4,7,4,9
2871,24,6,9,5,4,2,5,9,4,4,11,9,6,4,10,4,4
6056,6,5,8,6,6,4,6,6,6,5,6,6,10,2,9,4,8
8217,22,5,8,7,6,5,4,11,2,3,8,9,9,8,10,1,8
11705,11,1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8
2524,1,3,8,5,6,5,9,7,4,5,10,5,7,2,8,5,9
697,4,6,8,8,6,5,4,9,4,9,11,10,9,2,9,4,5
9401,16,7,9,10,8,8,5,4,4,5,4,4,7,4,8,6,6
6499,2,3,7,4,5,3,5,8,6,6,8,8,14,2,9,4,10
8952,24,5,6,5,4,2,3,10,2,7,11,11,6,1,11,2,4
5643,25,7,9,7,5,4,9,4,3,8,12,5,10,3,8,6,8
1230,14,8,13,6,8,3,7,7,5,5,8,4,7,5,9,5,8
11046,6,5,9,4,5,3,7,9,4,3,8,6,5,3,10,9,7
15365,12,5,5,7,4,6,9,8,4,5,6,6,7,8,6,6,5
12936,20,5,10,6,7,2,7,4,14,5,7,14,8,3,9,0,8
10662,11,3,8,4,6,1,0,1,6,6,0,0,6,0,8,0,8
4825,2,5,10,5,7,3,3,8,5,7,11,10,13,1,9,3,8
6029,4,3,8,5,6,5,6,7,3,6,7,7,11,4,10,9,8
881,10,6,11,8,8,7,6,6,4,7,6,6,11,5,7,8,10
14474,10,4,8,6,6,6,7,7,4,4,7,5,7,4,6,9,10
11239,20,6,10,9,8,11,9,7,4,5,6,7,7,9,7,6,6
2395,3,6,9,6,5,3,8,6,5,5,10,4,6,4,7,6,10
11176,17,3,7,4,5,2,6,12,8,4,7,2,9,3,7,5,10
11718,15,11,15,9,8,4,6,10,6,3,11,4,4,5,10,4,7
14601,4,4,7,6,5,5,10,6,1,7,11,4,8,3,8,5,11
14414,17,4,7,6,5,4,7,8,5,7,7,4,7,3,6,5,8
11337,7,9,15,8,8,5,11,7,4,5,9,3,4,6,8,4,8
3740,4,6,11,8,8,7,10,6,1,8,11,4,8,4,7,5,11
3289,19,4,11,6,8,6,9,11,3,7,5,12,8,2,12,1,9
3384,11,5,9,6,7,5,5,6,5,6,6,5,9,8,7,4,10
3952,25,4,7,4,5,3,7,7,6,11,6,6,8,1,8,8,8
12700,1,5,11,6,8,8,8,7,5,6,7,6,5,3,8,6,9
8930,18,7,11,10,8,12,8,9,5,4,8,5,7,7,8,13,9
10398,8,4,10,5,7,3,7,7,0,7,13,6,8,0,8,1,8
6872,12,6,10,8,7,6,11,5,3,4,9,3,6,8,6,2,9
1875,18,5,8,6,6,4,8,8,4,8,10,4,6,2,7,5,8
10160,23,5,8,7,6,5,8,5,3,5,7,7,9,4,8,10,9
3680,18,4,5,5,7,3,8,8,6,9,5,6,7,0,8,9,8
7574,9,2,3,2,5,1,13,3,8,4,13,4,12,1,6,0,8
14333,1,3,8,5,6,5,8,8,5,4,7,5,5,3,8,6,5
10272,1,7,10,5,6,4,6,7,5,5,10,6,8,5,7,8,9
12745,16,5,8,5,10,6,8,7,6,3,8,9,11,3,8,6,8
12503,15,4,8,6,6,5,6,9,7,4,9,7,4,2,10,3,7
8734,9,3,6,5,4,2,10,6,1,7,14,3,7,0,8,0,8
3303,16,4,6,6,9,3,7,6,8,6,5,7,8,3,8,5,9
13579,11,3,8,5,6,6,7,7,3,5,6,7,10,6,11,6,6
552,12,13,15,13,8,7,3,8,6,6,4,2,13,9,11,2,8
262,25,7,13,7,7,5,6,7,2,9,11,6,8,4,5,8,6
13028,12,5,5,8,3,4,10,6,3,5,9,5,7,10,6,2,8
14877,18,5,11,6,8,4,8,7,3,6,10,7,9,2,10,5,8
15721,23,5,11,8,8,4,10,7,2,9,11,1,6,3,8,4,9
1228,7,4,8,6,6,8,7,6,5,3,6,6,8,7,7,9,9
7202,24,4,7,4,5,1,3,12,4,5,13,11,5,1,11,1,6
15612,24,5,7,5,5,2,2,12,4,5,13,11,6,1,11,1,6
14051,11,4,8,6,6,4,8,4,1,8,9,3,10,1,6,3,9
12221,2,7,10,9,8,6,6,8,8,6,5,6,13,6,8,5,6
15836,6,5,11,7,8,6,7,6,7,8,6,5,8,2,10,8,12
7929,6,4,6,6,4,5,7,9,6,3,6,6,10,4,7,7,7
6072,12,6,11,8,8,11,7,8,6,4,7,6,8,6,9,8,8
11874,22,5,7,7,6,9,6,8,6,5,6,6,8,8,9,8,8
6943,4,5,8,7,6,5,7,7,2,7,11,6,9,3,7,5,9
9472,24,4,7,6,9,9,9,6,6,3,7,7,8,7,9,6,5
654,6,10,15,9,8,5,8,4,5,4,9,4,5,4,7,5,8
14308,11,4,8,5,7,4,6,7,4,6,7,6,8,3,9,8,10
5972,3,3,9,5,7,8,9,6,5,5,7,5,5,4,7,11,6
7239,2,5,6,6,5,5,5,6,3,6,7,7,11,5,11,7,8
4299,20,5,7,5,5,3,3,9,5,6,11,11,9,3,9,1,6
2869,7,4,7,6,5,5,7,7,2,6,10,6,8,3,8,3,8
14696,18,7,10,9,8,5,7,8,4,9,11,5,6,2,6,5,8
14013,23,7,13,7,7,4,7,7,2,9,9,5,8,4,7,4,8
7140,23,4,11,5,8,2,7,7,5,4,7,6,8,3,8,4,8
669,15,5,4,5,6,3,4,12,9,3,10,6,4,1,10,4,8
13037,6,4,9,5,7,6,9,5,5,2,7,6,10,7,8,5,10
4465,1,5,10,8,8,11,8,7,5,3,6,7,7,7,10,9,9
3981,23,5,10,7,8,5,8,7,3,9,5,6,9,5,7,9,8
3585,23,6,9,9,6,4,5,8,2,8,11,11,9,3,9,4,5
13787,16,5,9,7,7,6,8,3,8,4,6,6,7,3,8,3,8
14484,19,10,14,8,8,3,4,12,3,8,12,8,4,2,9,3,4
8629,19,8,15,7,8,3,6,9,3,8,13,6,6,2,8,5,5
13345,5,3,4,3,5,1,1,12,5,4,11,10,7,0,8,3,6
2709,18,3,8,4,6,3,8,7,8,6,8,6,7,2,8,9,8
10957,14,5,7,6,5,7,8,7,5,1,7,6,8,8,8,5,10
7589,23,6,8,8,6,6,7,6,3,5,7,6,11,4,6,10,8
8798,1,3,6,5,4,6,9,7,4,3,6,7,7,7,9,7,7
3727,14,4,8,5,6,4,7,8,8,4,7,7,8,3,8,3,8
11551,17,4,7,5,5,4,7,8,6,6,6,5,8,3,6,6,9
11696,11,6,12,5,7,3,10,2,4,4,13,4,12,2,7,6,9
69,7,8,12,8,6,4,9,8,4,5,8,4,5,6,9,5,9
4087,12,4,7,7,5,9,8,7,3,3,8,4,7,10,5,2,6
14089,2,3,7,4,5,2,7,7,7,10,8,6,14,1,9,4,9
2399,22,4,8,7,6,4,7,10,2,3,7,9,8,8,11,1,8
14204,25,4,6,6,4,3,6,9,3,9,11,9,6,1,9,6,5
7524,15,5,8,7,6,5,8,10,5,4,11,4,3,1,10,3,8
2727,11,2,3,2,5,1,0,1,5,6,0,0,7,0,8,0,8
14186,13,7,11,9,6,4,5,8,2,4,12,7,9,6,8,0,7
12252,24,4,8,6,6,3,7,9,1,7,6,12,9,2,11,2,8
9229,9,6,7,4,10,3,10,6,3,4,11,3,5,3,8,7,10
9424,24,6,11,6,8,2,3,12,5,6,13,12,6,2,11,2,6
281,12,6,10,9,8,8,7,7,2,4,9,7,8,8,6,2,8
11265,10,6,9,9,6,5,9,6,2,7,10,3,8,6,8,6,10
13113,1,4,8,5,6,5,8,8,4,4,7,5,7,4,8,5,7
8455,4,5,7,7,6,7,7,6,6,4,7,6,9,8,10,10,10
65,11,2,3,2,4,1,0,1,5,6,0,0,6,0,8,0,8
2605,13,6,7,8,5,4,9,7,3,5,10,2,5,5,9,1,7
3609,19,3,9,4,6,3,10,10,1,8,5,11,8,1,10,1,8
5500,24,4,4,5,6,6,9,8,5,3,7,8,7,6,10,6,4
11304,17,7,13,7,8,5,10,5,2,5,9,4,8,6,8,6,9
3157,17,5,9,7,7,6,6,8,6,6,6,5,8,3,6,6,9
7478,20,3,6,4,4,2,7,4,14,5,7,13,8,3,9,0,8
7147,23,10,14,9,8,5,7,7,2,10,9,6,8,4,6,4,8
5304,18,3,8,4,6,2,8,7,5,9,5,6,7,0,8,9,8
15842,15,6,9,8,6,5,9,8,5,6,12,4,4,5,9,5,7
4840,0,5,8,8,7,7,7,7,2,5,7,9,10,5,11,3,7
1455,10,5,9,7,8,8,8,8,2,5,8,3,8,5,4,4,10
2023,10,5,10,6,7,2,4,7,9,2,7,6,12,3,8,3,11
4269,20,6,10,6,6,4,7,6,5,5,7,8,9,5,8,3,8
653,10,5,9,7,7,8,7,9,5,5,8,5,7,7,6,8,12
1884,12,5,2,6,4,4,9,6,7,4,6,7,5,10,5,3,5
10381,12,8,9,11,8,13,8,7,5,5,7,6,7,13,9,8,2
2539,0,5,6,7,5,5,8,8,3,4,7,8,8,5,9,3,6
15416,15,4,5,5,6,6,6,8,5,2,7,7,6,6,11,5,7
3519,7,7,9,10,7,8,10,6,3,6,10,3,8,5,7,5,9
485,18,6,9,5,5,2,8,4,4,5,9,2,8,3,6,5,8
2288,1,4,8,6,6,4,11,6,3,7,11,3,7,2,8,5,11
10640,4,5,8,7,6,5,7,7,2,7,11,6,9,3,8,4,9
1727,15,4,9,6,6,4,5,10,6,5,10,8,3,1,10,4,6
7871,21,6,9,8,8,9,8,7,5,5,7,6,8,8,8,10,3
4621,5,3,7,5,5,2,5,12,4,6,12,9,4,1,10,3,4
15054,11,5,10,7,8,5,7,4,1,8,8,2,10,0,6,3,8
3714,15,4,6,6,4,3,6,13,7,2,11,5,2,1,10,4,7
9190,13,8,15,10,8,5,5,9,3,4,13,10,9,6,9,0,8
3463,9,5,9,6,7,5,8,7,6,5,8,7,7,3,6,4,6
7773,16,5,7,6,9,6,9,10,6,3,4,8,12,3,10,8,12
9869,15,8,11,8,6,5,9,8,4,4,12,4,4,5,10,6,7
5434,15,5,11,8,8,6,8,9,3,5,13,5,4,4,10,4,8
3363,13,4,6,6,5,5,7,7,4,4,6,5,8,6,8,4,6
9174,10,5,7,8,5,4,3,7,2,7,10,11,12,3,8,4,5
12012,6,4,7,5,5,3,7,6,7,7,7,5,11,2,9,4,8
11199,20,5,7,5,5,2,4,8,6,8,9,9,9,3,9,2,4
8240,21,8,12,6,6,3,8,11,4,5,5,10,6,4,10,3,5
10114,11,5,7,7,5,5,6,6,8,6,5,6,9,2,8,4,10
9038,24,6,7,6,5,3,3,10,2,7,10,11,6,1,11,2,5
5684,12,4,7,5,5,5,8,7,5,5,6,6,5,8,7,2,6
1130,10,4,8,6,6,7,7,7,3,4,6,6,8,7,7,7,7
3604,17,12,15,9,8,5,9,6,6,5,10,2,8,7,6,6,11
2277,24,7,6,6,9,4,6,8,4,2,7,10,5,4,10,5,6
9309,24,3,5,5,7,7,8,4,4,3,7,8,8,5,9,5,8
15632,20,5,9,5,6,2,7,4,14,6,7,14,8,3,9,0,8
4424,10,6,9,7,4,3,5,8,3,5,9,9,10,5,10,3,6
8868,7,6,10,7,5,4,7,8,3,5,10,7,8,6,9,5,7
10369,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
15334,21,5,7,7,6,7,6,9,6,6,8,7,8,5,9,6,11
3968,9,4,11,6,9,5,7,7,1,6,11,5,9,1,6,2,5
6508,3,6,9,8,8,7,6,7,5,8,7,5,8,5,5,7,4
3242,10,4,9,6,7,8,7,9,3,5,5,6,8,8,9,8,7
3158,24,3,5,5,8,7,8,7,4,2,6,8,9,4,11,7,8
3052,19,4,7,6,5,6,5,8,4,6,7,6,10,5,8,5,7
13460,15,3,4,5,6,5,8,9,3,2,7,8,6,5,10,5,5
9673,9,4,10,5,8,2,6,8,2,7,15,7,9,1,6,1,7
9570,3,5,10,5,5,4,9,6,3,6,10,4,7,5,8,7,7
9351,25,4,6,6,4,4,7,8,2,8,12,7,8,1,9,6,7
5657,20,3,7,5,5,4,8,9,8,5,4,7,11,3,7,3,7
51,11,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8
505,14,4,7,5,5,3,8,6,8,5,10,6,9,3,8,3,8
14202,5,5,11,5,8,4,1,12,4,5,12,11,8,0,8,1,6
7770,1,5,9,8,8,9,7,8,5,4,7,6,8,7,9,8,6
2557,13,6,8,9,6,5,4,10,3,4,10,10,8,5,8,1,8
